"Mailbox name","Identity","Mailbox Primary SMTP Address","Deny","User","Primary SMTP Address","Inherited"
"Advisory Help","global.avaya.com/Global Resource Mailboxes/Advisory Help","advisoryhelp@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-224939","","False"
"Advisory Help","global.avaya.com/Global Resource Mailboxes/Advisory Help","advisoryhelp@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-234514","","False"
"Advisory Help","global.avaya.com/Global Resource Mailboxes/Advisory Help","advisoryhelp@avaya.com","False","GLOBAL\saavopsgadminv",,"False"
"Advisory Help","global.avaya.com/Global Resource Mailboxes/Advisory Help","advisoryhelp@avaya.com","False","GLOBAL\saavops0140","saavops0140@avaya.com","False"
"Advisory Help","global.avaya.com/Global Resource Mailboxes/Advisory Help","advisoryhelp@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-245222","","False"
"Advisory Help","global.avaya.com/Global Resource Mailboxes/Advisory Help","advisoryhelp@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-245223","","False"
"Advisory Help","global.avaya.com/Global Resource Mailboxes/Advisory Help","advisoryhelp@avaya.com","False","GLOBAL\saavops0143","saavops0143@avaya.com","False"
"Advisory Help","global.avaya.com/Global Resource Mailboxes/Advisory Help","advisoryhelp@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-260581","","False"
"Advisory Help","global.avaya.com/Global Resource Mailboxes/Advisory Help","advisoryhelp@avaya.com","False","GLOBAL\hpmigration2",,"False"
"Advisory Help","global.avaya.com/Global Resource Mailboxes/Advisory Help","advisoryhelp@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-266456","","False"
"Advisory Help","global.avaya.com/Global Resource Mailboxes/Advisory Help","advisoryhelp@avaya.com","False","GLOBAL\hpmigration4",,"False"
"Advisory Help","global.avaya.com/Global Resource Mailboxes/Advisory Help","advisoryhelp@avaya.com","False","GLOBAL\hpmigration5",,"False"
"Advisory Help","global.avaya.com/Global Resource Mailboxes/Advisory Help","advisoryhelp@avaya.com","False","GLOBAL\turpin","turpin@avaya.com","False"
"Advisory Help","global.avaya.com/Global Resource Mailboxes/Advisory Help","advisoryhelp@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-333911","","False"
"Advisory Help","global.avaya.com/Global Resource Mailboxes/Advisory Help","advisoryhelp@avaya.com","False","GLOBAL\besadmin","besadmin@avaya.com","True"
"Advisory Help","global.avaya.com/Global Resource Mailboxes/Advisory Help","advisoryhelp@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-354342","","True"
"Advisory Help","global.avaya.com/Global Resource Mailboxes/Advisory Help","advisoryhelp@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-177501","","True"
"Advisory Help","global.avaya.com/Global Resource Mailboxes/Advisory Help","advisoryhelp@avaya.com","False","GLOBAL\saavopsgoodwm",,"True"
"Advisory Help","global.avaya.com/Global Resource Mailboxes/Advisory Help","advisoryhelp@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-151477","","True"
"Advisory Help","global.avaya.com/Global Resource Mailboxes/Advisory Help","advisoryhelp@avaya.com","False","GLOBAL\GMO Send As Admin",,"True"
"Advisory Help","global.avaya.com/Global Resource Mailboxes/Advisory Help","advisoryhelp@avaya.com","False","GLOBAL\saavopsgoodem",,"True"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\ssrinivas","ssrinivas@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\deepakpandey","deepakpandey@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\rajivsi1","rajivsi1@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\nitinna","nitinna@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-417100","","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\sachinsi","sachinsi@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\akapoor","akapoor@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-424567","","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-424572","","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-424581","","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\yadav7","yadav7@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\haqn","haqn@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-424594","","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-424609","","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\asethi","asethi@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-433453","","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\anand1","anand1@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\pandey5","pandey5@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-433535","","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-436465","","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-436467","","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-436572","","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-436580","","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\alupin","alupin@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-439954","","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-444928","","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\gupta54","gupta54@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\khatris","khatris@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\gmalik","gmalik@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-453630","","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-457830","","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-461714","","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-467780","","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\prathee","prathee@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\sharma86","sharma86@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-474289","","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\pal9","pal9@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\psakhare","psakhare@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\sdagade","sdagade@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\bmanish","bmanish@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\mittal2","mittal2@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\vinayn","vinayn@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\verma44","verma44@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\sharma116","sharma116@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\bhardwaj4","bhardwaj4@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\aroperia","aroperia@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\kumar680","kumar680@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\singh393","singh393@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\kumar683","kumar683@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\kumar695","kumar695@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\gchawla","gchawla@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\sharma119","sharma119@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\esahib","esahib@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\syaduvanshi","syaduvanshi@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\verma52","verma52@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\kumar834","kumar834@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\chauhan4","chauhan4@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\rsom","rsom@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\ksraj","ksraj@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\singh572","singh572@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\gupta234","gupta234@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\kumar949","kumar949@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\bhat15","bhat15@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\bhat16","bhat16@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\rehman1","rehman1@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\srivastava26","srivastava26@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\kumar950","kumar950@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\diwakar1","diwakar1@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\ahmed187","ahmed187@avaya.com","False"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\besadmin","besadmin@avaya.com","True"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-354342","","True"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-177501","","True"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\saavopsgoodwm",,"True"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-151477","","True"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\GMO Send As Admin",,"True"
"Africa NOC","global.avaya.com/Global Resource Mailboxes/Africa NOC","africanoc@avaya.com","False","GLOBAL\saavopsgoodem",,"True"
"AOS Bosch Global","global.avaya.com/Global Resource Mailboxes/AOS Bosch Global","aosboschglobal@avaya.com","False","GLOBAL\abajpai",,"False"
"AOS Bosch Global","global.avaya.com/Global Resource Mailboxes/AOS Bosch Global","aosboschglobal@avaya.com","False","GLOBAL\myounus","myounus@avaya.com","False"
"AOS Bosch Global","global.avaya.com/Global Resource Mailboxes/AOS Bosch Global","aosboschglobal@avaya.com","False","GLOBAL\besadmin","besadmin@avaya.com","True"
"AOS Bosch Global","global.avaya.com/Global Resource Mailboxes/AOS Bosch Global","aosboschglobal@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-354342","","True"
"AOS Bosch Global","global.avaya.com/Global Resource Mailboxes/AOS Bosch Global","aosboschglobal@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-177501","","True"
"AOS Bosch Global","global.avaya.com/Global Resource Mailboxes/AOS Bosch Global","aosboschglobal@avaya.com","False","GLOBAL\saavopsgoodwm",,"True"
"AOS Bosch Global","global.avaya.com/Global Resource Mailboxes/AOS Bosch Global","aosboschglobal@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-151477","","True"
"AOS Bosch Global","global.avaya.com/Global Resource Mailboxes/AOS Bosch Global","aosboschglobal@avaya.com","False","GLOBAL\GMO Send As Admin",,"True"
"AOS Bosch Global","global.avaya.com/Global Resource Mailboxes/AOS Bosch Global","aosboschglobal@avaya.com","False","GLOBAL\saavopsgoodem",,"True"
"AOS CALA NOC","global.avaya.com/Global Resource Mailboxes/AOS CALA NOC","calanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-230355","","False"
"AOS CALA NOC","global.avaya.com/Global Resource Mailboxes/AOS CALA NOC","calanoc@avaya.com","False","GLOBAL\vsalazar",,"False"
"AOS CALA NOC","global.avaya.com/Global Resource Mailboxes/AOS CALA NOC","calanoc@avaya.com","False","GLOBAL\sncordeirode","sncordeirode@avaya.com","False"
"AOS CALA NOC","global.avaya.com/Global Resource Mailboxes/AOS CALA NOC","calanoc@avaya.com","False","GLOBAL\tguilherme","tguilherme@avaya.com","False"
"AOS CALA NOC","global.avaya.com/Global Resource Mailboxes/AOS CALA NOC","calanoc@avaya.com","False","GLOBAL\bafigueiredo","bafigueiredo@avaya.com","False"
"AOS CALA NOC","global.avaya.com/Global Resource Mailboxes/AOS CALA NOC","calanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-454563","","False"
"AOS CALA NOC","global.avaya.com/Global Resource Mailboxes/AOS CALA NOC","calanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-459259","","False"
"AOS CALA NOC","global.avaya.com/Global Resource Mailboxes/AOS CALA NOC","calanoc@avaya.com","False","GLOBAL\fanascimento","fanascimento@avaya.com","False"
"AOS CALA NOC","global.avaya.com/Global Resource Mailboxes/AOS CALA NOC","calanoc@avaya.com","False","GLOBAL\fmdonadio","fmdonadio@avaya.com","False"
"AOS CALA NOC","global.avaya.com/Global Resource Mailboxes/AOS CALA NOC","calanoc@avaya.com","False","GLOBAL\lpmaier","lpmaier@avaya.com","False"
"AOS CALA NOC","global.avaya.com/Global Resource Mailboxes/AOS CALA NOC","calanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-470943","","False"
"AOS CALA NOC","global.avaya.com/Global Resource Mailboxes/AOS CALA NOC","calanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-474270","","False"
"AOS CALA NOC","global.avaya.com/Global Resource Mailboxes/AOS CALA NOC","calanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-483288","","False"
"AOS CALA NOC","global.avaya.com/Global Resource Mailboxes/AOS CALA NOC","calanoc@avaya.com","False","GLOBAL\wavallejos","wavallejos@avaya.com","False"
"AOS CALA NOC","global.avaya.com/Global Resource Mailboxes/AOS CALA NOC","calanoc@avaya.com","False","GLOBAL\kcoliveira","kcoliveira@avaya.com","False"
"AOS CALA NOC","global.avaya.com/Global Resource Mailboxes/AOS CALA NOC","calanoc@avaya.com","False","GLOBAL\capena","capena@avaya.com","False"
"AOS CALA NOC","global.avaya.com/Global Resource Mailboxes/AOS CALA NOC","calanoc@avaya.com","False","GLOBAL\eysuyama","eysuyama@avaya.com","False"
"AOS CALA NOC","global.avaya.com/Global Resource Mailboxes/AOS CALA NOC","calanoc@avaya.com","False","GLOBAL\jsfigueroa","jsfigueroa@avaya.com","False"
"AOS CALA NOC","global.avaya.com/Global Resource Mailboxes/AOS CALA NOC","calanoc@avaya.com","False","GLOBAL\rasaldias","rasaldias@avaya.com","False"
"AOS CALA NOC","global.avaya.com/Global Resource Mailboxes/AOS CALA NOC","calanoc@avaya.com","False","GLOBAL\besadmin","besadmin@avaya.com","True"
"AOS CALA NOC","global.avaya.com/Global Resource Mailboxes/AOS CALA NOC","calanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-354342","","True"
"AOS CALA NOC","global.avaya.com/Global Resource Mailboxes/AOS CALA NOC","calanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-177501","","True"
"AOS CALA NOC","global.avaya.com/Global Resource Mailboxes/AOS CALA NOC","calanoc@avaya.com","False","GLOBAL\saavopsgoodwm",,"True"
"AOS CALA NOC","global.avaya.com/Global Resource Mailboxes/AOS CALA NOC","calanoc@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-151477","","True"
"AOS CALA NOC","global.avaya.com/Global Resource Mailboxes/AOS CALA NOC","calanoc@avaya.com","False","GLOBAL\GMO Send As Admin",,"True"
"AOS CALA NOC","global.avaya.com/Global Resource Mailboxes/AOS CALA NOC","calanoc@avaya.com","False","GLOBAL\saavopsgoodem",,"True"
"AOS CFT Support","global.avaya.com/Global Resource Mailboxes/AOS CFT Support","aoscftsupport@avaya.com","False","GLOBAL\abajpai",,"False"
"AOS CFT Support","global.avaya.com/Global Resource Mailboxes/AOS CFT Support","aoscftsupport@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-377842","","False"
"AOS CFT Support","global.avaya.com/Global Resource Mailboxes/AOS CFT Support","aoscftsupport@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-419443","","False"
"AOS CFT Support","global.avaya.com/Global Resource Mailboxes/AOS CFT Support","aoscftsupport@avaya.com","False","GLOBAL\besadmin","besadmin@avaya.com","True"
"AOS CFT Support","global.avaya.com/Global Resource Mailboxes/AOS CFT Support","aoscftsupport@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-354342","","True"
"AOS CFT Support","global.avaya.com/Global Resource Mailboxes/AOS CFT Support","aoscftsupport@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-177501","","True"
"AOS CFT Support","global.avaya.com/Global Resource Mailboxes/AOS CFT Support","aoscftsupport@avaya.com","False","GLOBAL\saavopsgoodwm",,"True"
"AOS CFT Support","global.avaya.com/Global Resource Mailboxes/AOS CFT Support","aoscftsupport@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-151477","","True"
"AOS CFT Support","global.avaya.com/Global Resource Mailboxes/AOS CFT Support","aoscftsupport@avaya.com","False","GLOBAL\GMO Send As Admin",,"True"
"AOS CFT Support","global.avaya.com/Global Resource Mailboxes/AOS CFT Support","aoscftsupport@avaya.com","False","GLOBAL\saavopsgoodem",,"True"
"AOS Contract Review","global.avaya.com/Global Resource Mailboxes/AOS Contract Review","aoscontracts@avaya.com","False","GLOBAL\kazlausky","kazlausky@avaya.com","False"
"AOS Contract Review","global.avaya.com/Global Resource Mailboxes/AOS Contract Review","aoscontracts@avaya.com","False","GLOBAL\bjtanzi","bjtanzi@avaya.com","False"
"AOS Contract Review","global.avaya.com/Global Resource Mailboxes/AOS Contract Review","aoscontracts@avaya.com","False","GLOBAL\besadmin","besadmin@avaya.com","True"
"AOS Contract Review","global.avaya.com/Global Resource Mailboxes/AOS Contract Review","aoscontracts@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-354342","","True"
"AOS Contract Review","global.avaya.com/Global Resource Mailboxes/AOS Contract Review","aoscontracts@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-177501","","True"
"AOS Contract Review","global.avaya.com/Global Resource Mailboxes/AOS Contract Review","aoscontracts@avaya.com","False","GLOBAL\saavopsgoodwm",,"True"
"AOS Contract Review","global.avaya.com/Global Resource Mailboxes/AOS Contract Review","aoscontracts@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-151477","","True"
"AOS Contract Review","global.avaya.com/Global Resource Mailboxes/AOS Contract Review","aoscontracts@avaya.com","False","GLOBAL\GMO Send As Admin",,"True"
"AOS Contract Review","global.avaya.com/Global Resource Mailboxes/AOS Contract Review","aoscontracts@avaya.com","False","GLOBAL\saavopsgoodem",,"True"
"AOS Customer Executive Feedback","global.avaya.com/Global Resource Mailboxes/AOS Customer Executive Feedback","aoscsat4exec@avaya.com","False","GLOBAL\rdbilyeu","rdbilyeu@avaya.com","False"
"AOS Customer Executive Feedback","global.avaya.com/Global Resource Mailboxes/AOS Customer Executive Feedback","aoscsat4exec@avaya.com","False","GLOBAL\izuloaga","izuloaga@avaya.com","False"
"AOS Customer Executive Feedback","global.avaya.com/Global Resource Mailboxes/AOS Customer Executive Feedback","aoscsat4exec@avaya.com","False","GLOBAL\boothl","boothl@avaya.com","False"
"AOS Customer Executive Feedback","global.avaya.com/Global Resource Mailboxes/AOS Customer Executive Feedback","aoscsat4exec@avaya.com","False","GLOBAL\besadmin","besadmin@avaya.com","True"
"AOS Customer Executive Feedback","global.avaya.com/Global Resource Mailboxes/AOS Customer Executive Feedback","aoscsat4exec@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-354342","","True"
"AOS Customer Executive Feedback","global.avaya.com/Global Resource Mailboxes/AOS Customer Executive Feedback","aoscsat4exec@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-177501","","True"
"AOS Customer Executive Feedback","global.avaya.com/Global Resource Mailboxes/AOS Customer Executive Feedback","aoscsat4exec@avaya.com","False","GLOBAL\saavopsgoodwm",,"True"
"AOS Customer Executive Feedback","global.avaya.com/Global Resource Mailboxes/AOS Customer Executive Feedback","aoscsat4exec@avaya.com","False","S-1-5-21-790525478-1343024091-1801674531-151477","","True"
"AOS Customer Executive Feedback","global.avaya.com/Global Resource Mailboxes/AOS Customer Executive Feedback","aoscsat4exec@avaya.com","False","GLOBAL\GMO Send As Admin",,"True"
"AOS Customer Executive Feedback","global.avaya.com/Global Resource Mailboxes/AOS Customer Executive Feedback","aoscsat4exec@avaya.com","False","GLOBAL\saavopsgoodem",,"True"
"AOS Decommissions","global.avaya.com/Global Resource Mailboxes/AOS Decommissions","decommisio@avaya.com","False","GLOBAL\mruano","mruano@avaya.com","False"
"AOS Decommissions","global.avaya.com/Global Resource Mailboxes/AOS Decommissions","decommisio@avaya.com","False","GLOBAL\lpusso","lpusso@avaya.com","False"
